,source_data,source_location_of_data,source_comments_from_Tang_validation,data_cross_check_complete,UCYN_A_qPCR_assays_used,methods_sampling_analysis,time,lat,lon,depth,UCYN_A1_nifH_gene,UCYN_A2_A3_A4_nifH_gene,total_UCYN_A__nifH_gene,UCYN_B_nifH_gene,UCYN_C_nifH_gene,trichodesmium_nifH_gene,richelia_nifH_gene,calothrix_nifH_gene,richelia_associated_species,calothrix_associated_species,notes
1120,"Harding et al., 2018",,original db did not include data from A2 and Bering A1 data was too high,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2016-09-10 00:00:00,72.26671,-156.20135,120.0,0,0.0,0.0,,,,,,,,
1121,"Harding et al., 2018",,original db did not include data from A2 and Bering A1 data was too high,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2016-09-14 00:00:00,72.0458333333333,-162.431833333333,1.0,0,0.0,0.0,,,,,,,,
1122,"Harding et al., 2018",,original db did not include data from A2 and Bering A1 data was too high,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2016-09-14 00:00:00,72.0458333333333,-162.431833333333,1.0,0,0.0,0.0,,,,,,,,
1123,"Harding et al., 2018",,original db did not include data from A2 and Bering A1 data was too high,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2016-09-14 00:00:00,72.0458333333333,-162.431833333333,22.0,0,0.0,0.0,,,,,,,,
1124,"Harding et al., 2018",,original db did not include data from A2 and Bering A1 data was too high,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2016-09-14 00:00:00,72.0458333333333,-162.431833333333,22.0,0,0.0,0.0,,,,,,,,
1125,"Harding et al., 2018",,original db did not include data from A2 and Bering A1 data was too high,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2016-09-17 00:00:00,72.0470833333333,-162.431833333333,1.0,0,0.0,0.0,,,,,,,,
1126,"Harding et al., 2018",,original db did not include data from A2 and Bering A1 data was too high,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2016-09-17 00:00:00,72.0470833333333,-162.432416666666,1.0,0,0.0,0.0,,,,,,,,
1127,"Harding et al., 2018",,original db did not include data from A2 and Bering A1 data was too high,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2016-09-17 00:00:00,72.0470833333333,-162.432416666666,21.0,0,0.0,0.0,,,,,,,,
1128,"Harding et al., 2018",,original db did not include data from A2 and Bering A1 data was too high,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2016-09-17 00:00:00,72.0470833333333,-162.432416666666,21.0,0,0.0,0.0,,,,,,,,
1129,"Harding et al., 2018",,original db did not include data from A2 and Bering A1 data was too high,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2016-09-17 00:00:00,72.0470833333333,-162.432416666666,21.0,0,0.0,0.0,,,,,,,,
1130,"Harding et al., 2018",,original db did not include data from A2 and Bering A1 data was too high,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2016-09-17 00:00:00,72.0470833333333,-162.432416666666,28.0,0,0.0,0.0,,,,,,,,
1131,"Harding et al., 2018",,original db did not include data from A2 and Bering A1 data was too high,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2016-09-17 00:00:00,72.0470833333333,-162.432416666666,28.0,0,0.0,0.0,,,,,,,,
1132,"Harding et al., 2018",,original db did not include data from A2 and Bering A1 data was too high,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2016-09-17 00:00:00,72.0470833333333,-162.432416666666,28.0,0,0.0,0.0,,,,,,,,
1133,"Harding et al., 2018",,original db did not include data from A2 and Bering A1 data was too high,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2016-09-23 00:00:00,72.0474,-162.433583333333,18.0,0,0.0,0.0,,,,,,,,
1134,"Harding et al., 2018",,original db did not include data from A2 and Bering A1 data was too high,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2016-09-23 00:00:00,72.0474,-162.433583333333,18.0,0,0.0,0.0,,,,,,,,
1135,"Harding et al., 2018",,original db did not include data from A2 and Bering A1 data was too high,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2016-09-10 00:00:00,72.5642516666666,-153.732528333333,1.0,0,0.0,0.0,,,,,,,,
1136,"Harding et al., 2018",,original db did not include data from A2 and Bering A1 data was too high,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2016-09-10 00:00:00,72.5642516666666,-153.732528333333,1.0,0,0.0,0.0,,,,,,,,
1137,"Harding et al., 2018",,original db did not include data from A2 and Bering A1 data was too high,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2016-09-10 00:00:00,72.5642516666666,-153.732528333333,25.0,0,0.0,0.0,,,,,,,,
1138,"Harding et al., 2018",,original db did not include data from A2 and Bering A1 data was too high,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2016-09-10 00:00:00,72.5642516666666,-153.732528333333,25.0,0,0.0,0.0,,,,,,,,
1139,"Harding et al., 2018",,original db did not include data from A2 and Bering A1 data was too high,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2016-09-10 00:00:00,72.5642516666666,-153.732528333333,200.0,0,0.0,0.0,,,,,,,,
1140,"Harding et al., 2018",,original db did not include data from A2 and Bering A1 data was too high,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2016-09-10 00:00:00,72.5642516666666,-153.732528333333,200.0,0,0.0,0.0,,,,,,,,
1141,"Harding et al., 2018",,original db did not include data from A2 and Bering A1 data was too high,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2016-09-14 00:00:00,72.8602,-161.2722,1.0,0,0.0,0.0,,,,,,,,
1142,"Harding et al., 2018",,original db did not include data from A2 and Bering A1 data was too high,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2016-09-14 00:00:00,72.8602,-161.2722,1.0,0,0.0,0.0,,,,,,,,
1143,"Harding et al., 2018",,original db did not include data from A2 and Bering A1 data was too high,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2016-09-14 00:00:00,72.8602,-161.2722,29.0,0,0.0,0.0,,,,,,,,
1144,"Harding et al., 2018",,original db did not include data from A2 and Bering A1 data was too high,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2016-09-14 00:00:00,72.8602,-161.2722,29.0,0,0.0,0.0,,,,,,,,
1145,"Harding et al., 2018",,original db did not include data from A2 and Bering A1 data was too high,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2016-09-09 00:00:00,73.2764333333333,-152.694776666666,1.0,0,0.0,0.0,,,,,,,,
1146,"Harding et al., 2018",,original db did not include data from A2 and Bering A1 data was too high,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2016-09-09 00:00:00,73.2764333333333,-152.694776666666,1.0,0,0.0,0.0,,,,,,,,
1147,"Harding et al., 2018",,original db did not include data from A2 and Bering A1 data was too high,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2016-09-09 00:00:00,73.2764333333333,-152.694776666666,199.0,0,0.0,0.0,,,,,,,,
1148,"Harding et al., 2018",,original db did not include data from A2 and Bering A1 data was too high,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2016-09-09 00:00:00,73.2764333333333,-152.694776666666,199.0,0,0.0,0.0,,,,,,,,
1149,"Harding et al., 2018",,original db did not include data from A2 and Bering A1 data was too high,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2016-09-09 00:00:00,73.2764333333333,-152.694776666666,75.0,0,0.0,0.0,,,,,,,,
1150,"Harding et al., 2018",,original db did not include data from A2 and Bering A1 data was too high,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2016-09-09 00:00:00,73.2764333333333,-152.694776666666,75.0,0,0.0,0.0,,,,,,,,
1151,"Harding et al., 2018",,original db did not include data from A2 and Bering A1 data was too high,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2016-09-09 00:00:00,73.37857,-150.293506666666,1.0,0,0.0,0.0,,,,,,,,
1152,"Harding et al., 2018",,original db did not include data from A2 and Bering A1 data was too high,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2016-09-09 00:00:00,73.37857,-150.293506666666,1.0,0,0.0,0.0,,,,,,,,
1153,"Harding et al., 2018",,original db did not include data from A2 and Bering A1 data was too high,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2016-09-09 00:00:00,73.37857,-150.293506666666,200.0,0,0.0,0.0,,,,,,,,
1154,"Harding et al., 2018",,original db did not include data from A2 and Bering A1 data was too high,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2016-09-09 00:00:00,73.37857,-150.293506666666,78.0,0,0.0,0.0,,,,,,,,
1155,"Harding et al., 2018",,original db did not include data from A2 and Bering A1 data was too high,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2016-09-09 00:00:00,73.37857,-150.293506666666,78.0,0,0.0,0.0,,,,,,,,
1156,"Harding et al., 2018",,original db did not include data from A2 and Bering A1 data was too high,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2016-09-09 00:00:00,73.37857,-150.293506666666,200.0,0,0.0,0.0,,,,,,,,
1157,"Bonnet et al. (2008), doi:10.5194/bg-5-215-2008","Luo et al., (2012), doi:org/10.5194/essd-4-47-2012",,N (Luo),Church 2005 (A1),qPCR,2004-10-31 00:00:00,-9.00193,-136.86241,5.0,27,,,0.0,,0.0,,0.0,,Chaetoceros,
1158,"Bonnet et al. (2008), doi:10.5194/bg-5-215-2008","Luo et al., (2012), doi:org/10.5194/essd-4-47-2013",,N (Luo),Church 2005 (A1),qPCR,2004-11-03 00:00:00,-11.51288,-134.35236,5.0,0,,,0.0,,0.0,,0.0,,Chaetoceros,
1159,"Bonnet et al. (2008), doi:10.5194/bg-5-215-2008","Luo et al., (2012), doi:org/10.5194/essd-4-47-2014",,N (Luo),Church 2005 (A1),qPCR,2004-11-04 00:00:00,-13.3118,-132.39174,70.0,0,,,0.0,,0.0,,30.0,,Chaetoceros,
1160,"Bonnet et al. (2008), doi:10.5194/bg-5-215-2008","Luo et al., (2012), doi:org/10.5194/essd-4-47-2015",,N (Luo),Church 2005 (A1),qPCR,2004-11-05 00:00:00,-15.2,-130.2,5.0,0,,,0.0,,0.0,,0.0,,Chaetoceros,
1161,"Bonnet et al. (2008), doi:10.5194/bg-5-215-2008","Luo et al., (2012), doi:org/10.5194/essd-4-47-2016",,N (Luo),Church 2005 (A1),qPCR,2004-11-06 00:00:00,-16.8684,-128.3829,5.0,0,,,0.0,,0.0,,0.0,,Chaetoceros,
1162,"Bonnet et al. (2008), doi:10.5194/bg-5-215-2008","Luo et al., (2012), doi:org/10.5194/essd-4-47-2017",,N (Luo),Church 2005 (A1),qPCR,2004-11-08 00:00:00,-20.1268,-123.40681,5.0,,,,0.0,,0.0,,0.0,,Chaetoceros,
1163,"Bonnet et al. (2008), doi:10.5194/bg-5-215-2008","Luo et al., (2012), doi:org/10.5194/essd-4-47-2018",,N (Luo),Church 2005 (A1),qPCR,2004-11-09 00:00:00,-22.0,-121.5,5.0,0,,,0.0,,0.0,,0.0,,Chaetoceros,
1164,"Bonnet et al. (2008), doi:10.5194/bg-5-215-2008","Luo et al., (2012), doi:org/10.5194/essd-4-47-2019",,N (Luo),Church 2005 (A1),qPCR,2004-11-12 00:00:00,-26.0129,-113.99005,5.0,184,,,0.0,,0.0,,0.0,,Chaetoceros,
1165,"Bonnet et al. (2008), doi:10.5194/bg-5-215-2008","Luo et al., (2012), doi:org/10.5194/essd-4-47-2020",,N (Luo),Church 2005 (A1),qPCR,2004-11-21 00:00:00,-28.43627,-104.74834,5.0,,,,0.0,,0.0,,0.0,,Chaetoceros,
1166,"Bonnet et al. (2008), doi:10.5194/bg-5-215-2008","Luo et al., (2012), doi:org/10.5194/essd-4-47-2021",,N (Luo),Church 2005 (A1),qPCR,2004-11-22 00:00:00,-30.0,-101.5,5.0,0,,,0.0,,0.0,,0.0,,Chaetoceros,
1167,"Bonnet et al. (2008), doi:10.5194/bg-5-215-2008","Luo et al., (2012), doi:org/10.5194/essd-4-47-2022",,N (Luo),Church 2005 (A1),qPCR,2004-11-23 00:00:00,-29.91687,-98.87083,5.0,0,,,,,,,,,,
1168,"Bonnet et al. (2008), doi:10.5194/bg-5-215-2008","Luo et al., (2012), doi:org/10.5194/essd-4-47-2023",,N (Luo),Church 2005 (A1),qPCR,2004-11-24 00:00:00,-30.69918,-95.82639,5.0,0,,,0.0,,0.0,,0.0,,Chaetoceros,
1169,"Bonnet et al. (2008), doi:10.5194/bg-5-215-2008","Luo et al., (2012), doi:org/10.5194/essd-4-47-2024",,N (Luo),Church 2005 (A1),qPCR,2004-11-26 00:00:00,-31.8221,-91.44315,5.0,0,,,0.0,,0.0,,0.0,,Chaetoceros,
1170,"Church et al. (2005a), doi:10.3354/ame038003","Luo et al., (2012), doi:org/10.5194/essd-4-47-2025",,N (Luo),Church 2005 (A1),qPCR,2002-12-14 00:00:00,22.75,-158.0,5.0,193.7465788581983,,,,,7637.983632839318,,,,,
1171,"Church et al. (2005a), doi:10.3354/ame038003","Luo et al., (2012), doi:org/10.5194/essd-4-47-2026",,N (Luo),Church 2005 (A1),qPCR,2002-12-14 00:00:00,22.75,-158.0,25.0,186371.04708149246,,,1633.8538778098614,,2986.60167936387,,,,,
1172,"Church et al. (2005a), doi:10.3354/ame038003","Luo et al., (2012), doi:org/10.5194/essd-4-47-2027",,N (Luo),Church 2005 (A1),qPCR,2002-12-14 00:00:00,22.75,-158.0,45.0,111232.56393595794,,,2010.4964162604974,,1076.2542851272246,,,,,
1173,"Church et al. (2005a), doi:10.3354/ame038003","Luo et al., (2012), doi:org/10.5194/essd-4-47-2028",,N (Luo),Church 2005 (A1),qPCR,2002-12-14 00:00:00,22.75,-158.0,75.0,55759.58238067413,,,3376.980310825088,,2536.619455757802,,,,,
1174,"Church et al. (2005a), doi:10.3354/ame038003","Luo et al., (2012), doi:org/10.5194/essd-4-47-2029",,N (Luo),Church 2005 (A1),qPCR,2002-12-14 00:00:00,22.75,-158.0,100.0,6979.81390783066,,,261.4673211801094,,12.065915615224267,,,,,
1175,"Church et al. (2005a), doi:10.3354/ame038003","Luo et al., (2012), doi:org/10.5194/essd-4-47-2030",,N (Luo),Church 2005 (A1),qPCR,2002-12-14 00:00:00,22.75,-158.0,125.0,140.31127205695782,,,35.20031472796682,,,,,,,
1176,"Church et al. (2005a), doi:10.3354/ame038003","Luo et al., (2012), doi:org/10.5194/essd-4-47-2031",,N (Luo),Church 2005 (A1),qPCR,2002-12-14 00:00:00,22.75,-158.0,150.0,420.95822644100235,,,10.0,,,,,,,
1177,"Church et al. (2005a), doi:10.3354/ame038003","Luo et al., (2012), doi:org/10.5194/essd-4-47-2032",,N (Luo),Church 2005 (A1),qPCR,2002-12-14 00:00:00,22.75,-158.0,175.0,198.28839491270716,,,36.438589837635476,,,,,,,
1178,"Church et al. (2005a), doi:10.3354/ame038003","Luo et al., (2012), doi:org/10.5194/essd-4-47-2033",,N (Luo),Church 2005 (A1),qPCR,2002-12-14 00:00:00,22.75,-158.0,200.0,,,,10.0,,,,,,,
1179,"Fong et al. (2008), doi:10.1038/ismej.2008.22","Luo et al., (2012), doi:org/10.5194/essd-4-47-2034",,N (Luo),Church 2005 (A1),qPCR,2005-07-26 00:00:00,22.366666666666667,-157.5,5.0,1920.1,,,6014.0,,661962.4,19018079.900000002,,Hemiaulus ,,
1180,"Fong et al. (2008), doi:10.1038/ismej.2008.22","Luo et al., (2012), doi:org/10.5194/essd-4-47-2035",,N (Luo),Church 2005 (A1),qPCR,2005-07-26 00:00:00,22.45,-157.65,5.0,17031.4,,,1517.9,,97630.0,88274.1,,Hemiaulus ,,
1181,"Fong et al. (2008), doi:10.1038/ismej.2008.22","Luo et al., (2012), doi:org/10.5194/essd-4-47-2036",,N (Luo),Church 2005 (A1),qPCR,2005-07-26 00:00:00,22.55,-157.8,5.0,578762,,,1372.5,,197621.1,7427340.5,,Hemiaulus ,,
1182,"Fong et al. (2008), doi:10.1038/ismej.2008.22","Luo et al., (2012), doi:org/10.5194/essd-4-47-2037",,N (Luo),Church 2005 (A1),qPCR,2005-07-26 00:00:00,22.583333333333332,-157.88333333333333,5.0,7356.4,,,4916.599999999999,,211348.9,3924189.8000000003,,Hemiaulus ,,
1183,"Fong et al. (2008), doi:10.1038/ismej.2008.22","Luo et al., (2012), doi:org/10.5194/essd-4-47-2038",,N (Luo),Church 2005 (A1),qPCR,2005-07-26 00:00:00,22.633333333333333,-157.95,5.0,11771.5,,,10643.5,,285923.60000000003,3669301.0,,Hemiaulus ,,
1184,"Fong et al. (2008), doi:10.1038/ismej.2008.22","Luo et al., (2012), doi:org/10.5194/essd-4-47-2039",,N (Luo),Church 2005 (A1),qPCR,2005-07-26 00:00:00,22.683333333333334,-158.05,5.0,57049.3,,,21544.3,,473151.3,8214541.600000001,,Hemiaulus ,,
1185,"Fong et al. (2008), doi:10.1038/ismej.2008.22","Luo et al., (2012), doi:org/10.5194/essd-4-47-2040",,N (Luo),Church 2005 (A1),qPCR,2005-07-26 00:00:00,22.75,-158.15,5.0,374038.8,,,383.1,,1049.1,123499.9,,Hemiaulus ,,
1186,"Fong et al. (2008), doi:10.1038/ismej.2008.22","Luo et al., (2012), doi:org/10.5194/essd-4-47-2041",,N (Luo),Church 2005 (A1),qPCR,2005-07-26 00:00:00,22.833333333333332,-158.3,5.0,45099,,,15925.1,,97630.0,151066.0,,Hemiaulus ,,
1187,"Foster et al. (2007), doi:10.4319/lo.2007.52.2.0517","Luo et al., (2012), doi:org/10.5194/essd-4-47-2042",,N (Luo),Church 2005 (A1),qPCR,2003-04-24 00:00:00,7.14,-51.49,70.0,970,,,2300.0,560.0,390.0,147.00000000000003,,"Hemiaulus,Rhizosolenia",,
1188,"Foster et al. (2007), doi:10.4319/lo.2007.52.2.0517","Luo et al., (2012), doi:org/10.5194/essd-4-47-2043",,N (Luo),Church 2005 (A1),qPCR,2003-04-24 00:00:00,7.14,-51.49,60.0,410,,,2500.0,0.0,1600.0,154.0,,"Hemiaulus,Rhizosolenia",,
1189,"Foster et al. (2007), doi:10.4319/lo.2007.52.2.0517","Luo et al., (2012), doi:org/10.5194/essd-4-47-2044",,N (Luo),Church 2005 (A1),qPCR,2003-04-24 00:00:00,7.14,-51.49,50.0,1400,,,1400.0,86.0,1300.0,287.00000000000006,,"Hemiaulus,Rhizosolenia",,
1190,"Foster et al. (2007), doi:10.4319/lo.2007.52.2.0517","Luo et al., (2012), doi:org/10.5194/essd-4-47-2045",,N (Luo),Church 2005 (A1),qPCR,2003-04-24 00:00:00,7.14,-51.49,30.0,6500,,,1000.0,54000.0,93000.0,18400.0,,"Hemiaulus,Rhizosolenia",,
1191,"Foster et al. (2007), doi:10.4319/lo.2007.52.2.0517","Luo et al., (2012), doi:org/10.5194/essd-4-47-2046",,N (Luo),Church 2005 (A1),qPCR,2003-04-24 00:00:00,7.14,-51.49,20.0,5200,,,9100.0,110000.0,130000.0,32200.000000000004,,"Hemiaulus,Rhizosolenia",,
1192,"Foster et al. (2007), doi:10.4319/lo.2007.52.2.0517","Luo et al., (2012), doi:org/10.5194/essd-4-47-2047",,N (Luo),Church 2005 (A1),qPCR,2003-04-24 00:00:00,7.14,-51.49,10.0,1700,,,9700.0,86000.0,51000.0,44400.0,,"Hemiaulus,Rhizosolenia",,
1193,"Foster et al. (2007), doi:10.4319/lo.2007.52.2.0517","Luo et al., (2012), doi:org/10.5194/essd-4-47-2048",,N (Luo),Church 2005 (A1),qPCR,2003-04-26 00:00:00,10.2,-54.62,60.0,1,,,190.0,1.0,460.0,22000.0,,"Hemiaulus,Rhizosolenia",,
1194,"Foster et al. (2007), doi:10.4319/lo.2007.52.2.0517","Luo et al., (2012), doi:org/10.5194/essd-4-47-2049",,N (Luo),Church 2005 (A1),qPCR,2003-04-26 00:00:00,10.2,-54.62,40.0,210,,,550.0,1.0,130.0,48054.0,,"Hemiaulus,Rhizosolenia",,
1195,"Foster et al. (2007), doi:10.4319/lo.2007.52.2.0517","Luo et al., (2012), doi:org/10.5194/essd-4-47-2050",,N (Luo),Church 2005 (A1),qPCR,2003-04-26 00:00:00,10.2,-54.62,30.0,55,,,350.0,1.0,200.0,62095.0,,"Hemiaulus,Rhizosolenia",,
1196,"Foster et al. (2007), doi:10.4319/lo.2007.52.2.0517","Luo et al., (2012), doi:org/10.5194/essd-4-47-2051",,N (Luo),Church 2005 (A1),qPCR,2003-04-26 00:00:00,10.2,-54.62,20.0,1,,,1800.0,1400.0,3800.0,1370.0,,"Hemiaulus,Rhizosolenia",,
1197,"Foster et al. (2007), doi:10.4319/lo.2007.52.2.0517","Luo et al., (2012), doi:org/10.5194/essd-4-47-2052",,N (Luo),Church 2005 (A1),qPCR,2003-04-26 00:00:00,10.2,-54.62,10.0,110,,,2200.0,5800.0,39000.0,11000520.0,,"Hemiaulus,Rhizosolenia",,
1198,"Foster et al. (2007), doi:10.4319/lo.2007.52.2.0517","Luo et al., (2012), doi:org/10.5194/essd-4-47-2053",,N (Luo),Church 2005 (A1),qPCR,2003-04-26 00:00:00,10.2,-54.62,0.0,12,,,4900.0,8900.0,17000.0,6500840.0,,"Hemiaulus,Rhizosolenia",,
1199,"Foster et al. (2007), doi:10.4319/lo.2007.52.2.0517","Luo et al., (2012), doi:org/10.5194/essd-4-47-2054",,N (Luo),Church 2005 (A1),qPCR,2003-05-01 00:00:00,11.45,-55.56,90.0,27,,,1.0,460.0,0.0,7000.0,,Hemiaulus,,
1200,"Foster et al. (2007), doi:10.4319/lo.2007.52.2.0517","Luo et al., (2012), doi:org/10.5194/essd-4-47-2055",,N (Luo),Church 2005 (A1),qPCR,2003-05-01 00:00:00,11.45,-55.56,75.0,480,,,1.0,2300.0,0.0,61000.0,,"Hemiaulus,Rhizosolenia",,
1201,"Foster et al. (2007), doi:10.4319/lo.2007.52.2.0517","Luo et al., (2012), doi:org/10.5194/essd-4-47-2056",,N (Luo),Church 2005 (A1),qPCR,2003-05-01 00:00:00,11.45,-55.56,50.0,0,,,1.0,130.0,0.0,140000.0,,"Hemiaulus,Rhizosolenia",,
1202,"Foster et al. (2007), doi:10.4319/lo.2007.52.2.0517","Luo et al., (2012), doi:org/10.5194/essd-4-47-2057",,N (Luo),Church 2005 (A1),qPCR,2003-05-01 00:00:00,11.45,-55.56,30.0,3300,,,2500.0,2000.0,1300.0,146000.0,,"Hemiaulus,Rhizosolenia",,
1203,"Foster et al. (2007), doi:10.4319/lo.2007.52.2.0517","Luo et al., (2012), doi:org/10.5194/essd-4-47-2058",,N (Luo),Church 2005 (A1),qPCR,2003-05-01 00:00:00,11.45,-55.56,13.0,2600,,,0.0,410.0,93.0,130000.0,,Hemiaulus,,
1204,"Foster et al. (2007), doi:10.4319/lo.2007.52.2.0517","Luo et al., (2012), doi:org/10.5194/essd-4-47-2059",,N (Luo),Church 2005 (A1),qPCR,2003-05-04 00:00:00,7.77,-54.35,90.0,160,,,1.0,1.0,0.0,24000.0,,Hemiaulus,,
1205,"Foster et al. (2007), doi:10.4319/lo.2007.52.2.0517","Luo et al., (2012), doi:org/10.5194/essd-4-47-2060",,N (Luo),Church 2005 (A1),qPCR,2003-05-04 00:00:00,7.77,-54.35,65.0,1300,,,310.0,1.0,74.0,19000.0,,"Hemiaulus,Rhizosolenia",,
1206,"Foster et al. (2007), doi:10.4319/lo.2007.52.2.0517","Luo et al., (2012), doi:org/10.5194/essd-4-47-2061",,N (Luo),Church 2005 (A1),qPCR,2003-05-04 00:00:00,7.77,-54.35,45.0,1100,,,270.0,1.0,1900.0,35000.0,,Hemiaulus,,
1207,"Foster et al. (2007), doi:10.4319/lo.2007.52.2.0517","Luo et al., (2012), doi:org/10.5194/essd-4-47-2062",,N (Luo),Church 2005 (A1),qPCR,2003-05-04 00:00:00,7.77,-54.35,30.0,0,,,0.0,0.0,3800.0,24000.0,,Hemiaulus,,
1208,"Foster et al. (2007), doi:10.4319/lo.2007.52.2.0517","Luo et al., (2012), doi:org/10.5194/essd-4-47-2063",,N (Luo),Church 2005 (A1),qPCR,2003-05-04 00:00:00,7.77,-54.35,15.0,760,,,43.0,1.0,0.0,720000.0,,Hemiaulus,,
1209,"Foster et al. (2007), doi:10.4319/lo.2007.52.2.0517","Luo et al., (2012), doi:org/10.5194/essd-4-47-2064",,N (Luo),Church 2005 (A1),qPCR,2003-05-04 00:00:00,7.77,-54.35,0.0,0,,,0.0,0.0,0.0,1.0,,"Hemiaulus,Rhizosolenia",,
1210,"Foster et al. (2007), doi:10.4319/lo.2007.52.2.0517","Luo et al., (2012), doi:org/10.5194/essd-4-47-2065",,N (Luo),Church 2005 (A1),qPCR,2003-05-11 00:00:00,10.77,-53.97,88.0,0,,,1.0,1.0,1.0,1100.0,,Hemiaulus,,
